,Primary_ISBN_10,Book_Title,Description,Author,Contributor,Publisher,Asterisk,Dagger,Amazon_URL,Review_Link,BestSeller_Date,Published_Date,Book_Category,BestSeller_Year,BestSeller_Week,Rank,Rank_Last_Week,Weeks_on_List
51766,385348711,THE SPLENDID AND THE VILE,An examination of the leadership of the prime minister Winston Churchill.,Erik Larson,by Erik Larson,Crown,0,0,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711?tag=NYTBSREV-20,https://www.nytimes.com/2020/02/25/books/review/the-splendid-and-the-vile-erik-larson.html,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,2,2,10
51767,038554376X,HIDDEN VALLEY ROAD,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia.",Robert Kolker,by Robert Kolker,Doubleday,0,0,https://www.amazon.com/dp/038554376X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,3,4,4
51768,399590501,EDUCATED,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",Tara Westover,by Tara Westover,Random House,0,0,https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?tag=NYTBSREV-20,https://www.nytimes.com/2018/03/01/books/review/tara-westover-educated.html,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,4,3,115
51769,143036491,THE GREAT INFLUENZA,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.,John M Barry,by John M. Barry,Penguin,0,0,http://www.amazon.com/The-Great-Influenza-Deadliest-Pandemic/dp/0143036491?tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,5,5,8
51770,1524763136,BECOMING,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",Michelle Obama,by Michelle Obama,Crown,0,0,https://www.amazon.com/Becoming-Michelle-Obama/dp/1524763136?tag=NYTBSREV-20,https://www.nytimes.com/2018/12/06/books/review/michelle-obama-becoming-memoir.html,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,6,7,74
51771,735225311,A WOMAN OF NO IMPORTANCE,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.,Sonia Purnell,by Sonia Purnell,Viking,0,0,https://www.amazon.com/Woman-No-Importance-Untold-American/dp/073522529X?tag=NYTBSREV-20,https://www.nytimes.com/2019/05/24/books/review/sonia-purnell-woman-no-importance-virginia-hall.html,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,7,13,7
51772,316454486,THE HOUSE OF KENNEDY,A look at the achievements of the political family and what has been called “the Kennedy curse.”,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,"Little, Brown",0,0,https://www.amazon.com/dp/0316454486?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,8,6,3
51773,374201234,THE MAMBA MENTALITY,Various skills and techniques used on the court by the late Los Angeles Lakers player.,Kobe Bryant,by Kobe Bryant,"Melcher Media/MCD/Farrar, Straus & Giroux",0,0,https://www.amazon.com/Mamba-Mentality-How-Play/dp/0374201234?tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,9,10,17
51774,1524745626,FRONT ROW AT THE TRUMP SHOW,The ABC News chief White House correspondent gives his perspective on our current president and describes the shifts within their relationship.,Jonathan Karl,by Jonathan Karl,Dutton,0,0,https://www.amazon.com/Front-Row-at-Trump-Show/dp/1524745626?tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,10,11,5
51775,62316117,SAPIENS,How Homo sapiens became Earth’s dominant species.,Yuval Noah Harari,by Yuval Noah Harari,Harper,0,0,http://www.amazon.com/Sapiens-A-Brief-History-Humankind-ebook/dp/B00ICN066A?tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,11,14,104
51776,593084292,DON'T BURN THIS BOOK,The internet show host explains why he moved away from progressive politics.,Dave Rubin,by Dave Rubin,Sentinel,0,0,https://www.amazon.com/dp/0593084292?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,12,0,1
51777,1439187029,UNORTHODOX,A woman breaks free of the Satmar Hasidic community in Brooklyn in which she was raised.,Deborah Feldman,by Deborah Feldman,Simon & Schuster,0,0,http://www.amazon.com/Unorthodox-Scandalous-Rejection-Hasidic-Roots/dp/1439187010?tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,13,12,9
51778,1250153298,MORE MYSELF,The Grammy Award-winning musician retraces her path to discovering her own worth.,Alicia Keys with Michelle Burford,by Alicia Keys with Michelle Burford,Flatiron,0,0,https://www.amazon.com/dp/1250153298?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,14,0,3
51779,1538733307,FORTITUDE,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.,Dan Crenshaw,by Dan Crenshaw,Grand Central,0,0,https://www.amazon.com/dp/1549159240?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Combined Print and E-Book Nonfiction,2020,20,15,9,4
51870,385545932,CAMINO WINDS,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.,John Grisham,by John Grisham,Doubleday,0,0,https://www.amazon.com/dp/0385545932?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,1,0,1
51871,1982137975,IF IT BLEEDS,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”",Stephen King,by Stephen King,Scribner,0,0,https://www.amazon.com/dp/1982137975?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,2,1,2
51872,735219095,WHERE THE CRAWDADS SING,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",Delia Owens,by Delia Owens,Putnam,0,0,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,3,3,87
51873,1538761467,WALK THE WIRE,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.,David Baldacci,by David Baldacci,Grand Central,0,0,https://www.amazon.com/dp/1538761467?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,4,2,2
51874,052542976X,THE BOOK OF LONGINGS,A scholarly young woman named Ana meets an 18-year-old Jesus and becomes caught up in a confluence of dangers.,Sue Monk Kidd,by Sue Monk Kidd,Viking,0,0,https://www.amazon.com/dp/052542976X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,5,6,2
51875,399179593,THE WEDDING DRESS,The triumphs and losses of one family over the last century are recounted as a symbolic piece of apparel gets handed down through the generations.,Danielle Steel,by Danielle Steel,Delacorte,0,0,https://www.amazon.com/dp/0399179593?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,6,0,1
51876,1250209765,AMERICAN DIRT,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.,Jeanine Cummins,by Jeanine Cummins,Flatiron,0,0,https://www.amazon.com/American-Dirt-Oprahs-Book-Club/dp/1250209765?tag=NYTBSREV-20,https://www.nytimes.com/2020/01/17/books/review-american-dirt-jeanine-cummins.html,5/2/20,5/17/20,Hardcover Fiction,2020,20,7,5,15
51877,525539522,MASKED PREY,The 30th book in the Prey series. Washington politicians ask Lucas Davenport to look into someone who is targeting their children.,John Sandford,by John Sandford,Putnam,0,0,https://www.amazon.com/dp/0525539522?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,8,4,3
51878,1250301696,THE SILENT PATIENT,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Alex Michaelides,by Alex Michaelides,Celadon,0,0,https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,9,7,48
51879,525658653,THE END OF OCTOBER,"Henry Parsons, a microbiologist and epidemiologist, goes to Indonesia to check out a deadly virus that soon will affect the entire planet.",Lawrence Wright,by Lawrence Wright,Knopf,0,0,https://www.amazon.com/dp/0525658653?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,10,0,1
51880,399562486,THE GIVER OF STARS,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books.",Jojo Moyes,by Jojo Moyes,Pamela Dorman/Viking,0,0,https://www.amazon.com/Giver-Stars-Novel-Jojo-Moyes/dp/0399562486?tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,11,8,29
51881,1538748142,THE BOY FROM THE WOODS,"When a girl goes missing, a private investigator’s feral childhood becomes an asset in the search.",Harlan Coben,by Harlan Coben,Grand Central,0,0,https://www.amazon.com/dp/1538748142?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,12,9,7
51882,1984819887,THE BOOK OF LOST FRIENDS,The stories of three women struggling to get from Louisiana to Texas during Reconstruction are discovered by a first-year teacher living a century later.,Lisa Wingate,by Lisa Wingate,Ballantine,0,0,https://www.amazon.com/dp/1984819887?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,13,12,4
51883,62963678,THE DUTCH HOUSE,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.,Ann Patchett,by Ann Patchett,Harper,0,0,https://www.amazon.com/Dutch-House-Novel-Ann-Patchett/dp/0062963678?tag=NYTBSREV-20,https://www.nytimes.com/2019/09/21/books/review-dutch-house-ann-patchett.html,5/2/20,5/17/20,Hardcover Fiction,2020,20,14,14,32
51884,525658416,REDHEAD BY THE SIDE OF THE ROAD,Micah Mortimer’s orderly existence is thrown off kilter when his partner faces eviction and a teenager claims to be his son.,Anne Tyler,by Anne Tyler,Knopf,0,0,https://www.amazon.com/dp/0525658416?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Fiction,2020,20,15,13,4
51975,1984801252,UNTAMED,The activist and public speaker describes her journey of listening to her inner voice.,Glennon Doyle,by Glennon Doyle,Dial,0,0,https://www.amazon.com/dp/1984801252?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,1,1,8
51976,385348711,THE SPLENDID AND THE VILE,An examination of the leadership of the prime minister Winston Churchill.,Erik Larson,by Erik Larson,Crown,0,0,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711?tag=NYTBSREV-20,https://www.nytimes.com/2020/02/25/books/review/the-splendid-and-the-vile-erik-larson.html,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,2,2,10
51977,038554376X,HIDDEN VALLEY ROAD,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia.",Robert Kolker,by Robert Kolker,Doubleday,0,0,https://www.amazon.com/dp/038554376X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,3,6,4
51978,1524763136,BECOMING,"The former first lady describes how she balanced work, family and her husband’s political ascent.",Michelle Obama,by Michelle Obama,Crown,0,0,https://www.amazon.com/Becoming-Michelle-Obama/dp/1524763136?tag=NYTBSREV-20,https://www.nytimes.com/2018/12/06/books/review/michelle-obama-becoming-memoir.html,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,4,4,73
51979,399590501,EDUCATED,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",Tara Westover,by Tara Westover,Random House,0,0,https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?tag=NYTBSREV-20,https://www.nytimes.com/2018/03/01/books/review/tara-westover-educated.html,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,5,3,115
51980,374201234,THE MAMBA MENTALITY,Various skills and techniques used on the court by the late Los Angeles Lakers player.,Kobe Bryant,by Kobe Bryant,"Melcher/MCD/Farrar, Straus & Giroux",0,0,https://www.amazon.com/Mamba-Mentality-How-Play/dp/0374201234?tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,6,7,20
51981,316454486,THE HOUSE OF KENNEDY,A look at the achievements of the political family and what has been called “the Kennedy curse.”,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,"Little, Brown",0,0,https://www.amazon.com/dp/0316454486?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,7,5,3
51982,1524745626,FRONT ROW AT THE TRUMP SHOW,The ABC News chief White House correspondent gives his perspective on our current president and describes the shifts within their relationship.,Jonathan Karl,by Jonathan Karl,Dutton,0,0,https://www.amazon.com/Front-Row-at-Trump-Show/dp/1524745626?tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,8,9,5
51983,1250153298,MORE MYSELF,The Grammy Award-winning musician retraces her path to discovering her own worth.,Alicia Keys with Michelle Burford,by Alicia Keys with Michelle Burford,Flatiron,0,0,https://www.amazon.com/dp/1250153298?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,9,10,5
51984,1328566315,THE LAST BOOK ON THE LEFT,A survey of serial killers from the creators of the Last Podcast on the Left.,"Ben Kissel, Marcus Parks and Henry Zebrowski","by Ben Kissel, Marcus Parks and Henry Zebrowski",Houghton Mifflin Harcourt,0,0,https://www.amazon.com/dp/1328566315?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,10,14,4
51985,593084292,DON'T BURN THIS BOOK,The internet show host explains why he moved away from progressive politics.,Dave Rubin,by Dave Rubin,Sentinel,0,1,https://www.amazon.com/dp/0593084292?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,11,0,1
51986,194867744X,ABOUT YOUR FATHER AND OTHER CELEBRITIES I HAVE KNOWN,"Stories of living with a minimalist husband, cheering her son’s celebrity and having a late career as a commercial spokesperson.",Peggy Rowe,by Peggy Rowe,Forefront,0,0,https://www.amazon.com/dp/194867744X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,12,13,3
51987,1538733307,FORTITUDE,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.,Dan Crenshaw,by Dan Crenshaw,Twelve,0,0,https://www.amazon.com/dp/1549159240?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,13,12,4
51988,62913298,TOGETHER,The former surgeon general examines the importance of social connection.,Vivek H Murthy,by Vivek H. Murthy,Harper Wave,0,0,https://www.amazon.com/dp/0062913298?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,14,0,1
51989,316478520,TALKING TO STRANGERS,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.,Malcolm Gladwell,by Malcolm Gladwell,"Little, Brown",0,0,https://www.amazon.com/Talking-Strangers-Should-about-People/dp/0316478520?tag=NYTBSREV-20,https://www.nytimes.com/2019/09/04/books/review-talking-to-strangers-malcolm-gladwell.html,5/2/20,5/17/20,Hardcover Nonfiction,2020,20,15,15,32
52080,031649495X,THE 20TH VICTIM,The 20th book in the Women’s Murder Club series. Lindsay Boxer looks into the murders of disreputable persons in three separate cities.,James Patterson and Maxine Paetro,by James Patterson and Maxine Paetro,Little Brown,0,0,https://www.amazon.com/dp/031642028X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,1,0,1
52081,385545932,CAMINO WINDS,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.,John Grisham,by John Grisham,Doubleday,0,0,https://www.amazon.com/dp/0385545932?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,2,1,2
52082,735224315,LITTLE FIRES EVERYWHERE,An artist upends a quiet town outside Cleveland.,Celeste Ng,by Celeste Ng,Penguin Press,0,0,https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=NYTBSREV-20,https://www.nytimes.com/2017/09/25/books/review/little-fires-everywhere-celeste-ng.html,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,3,3,65
52083,735219095,WHERE THE CRAWDADS SING,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",Delia Owens,by Delia Owens,Putnam,0,0,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,4,4,87
52084,1982137975,IF IT BLEEDS,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”",Stephen King,by Stephen King,Scribner,0,0,https://www.amazon.com/dp/1982137975?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,5,2,3
52085,059309980X,SHADOW FLIGHT,The fifth book in the Shadow Riders series. Taviano Ferraro steps outside his crime family’s rules to keep Nicoletta Gomez safe.,Christine Feehan,by Christine Feehan,Berkley,0,0,https://www.amazon.com/dp/0593099796?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,6,0,1
52086,None,BIG SUMMER,Daphne Berg’s former best friend asks her to be the maid of honor at her wedding in Cape Cod.,Jennifer Weiner,by Jennifer Weiner,Atria,0,0,https://www.amazon.com/dp/1501133519?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,7,0,1
52087,1538761467,WALK THE WIRE,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.,David Baldacci,by David Baldacci,Grand Central,0,0,https://www.amazon.com/dp/1538761467?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,8,5,3
52088,1594634696,ALL ADULTS HERE,A repressed memory triggers Astrid Strick to weigh the outcomes of her parenting of her now-grown children.,Emma Straub,by Emma Straub,Riverhead,0,0,https://www.amazon.com/dp/1594634696?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,9,0,1
52089,1984822187,NORMAL PEOPLE,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.,Sally Rooney,by Sally Rooney,Hogarth,0,0,https://www.amazon.com/Normal-People-Novel-Sally-Rooney/dp/1984822179?tag=NYTBSREV-20,https://www.nytimes.com/2019/04/08/books/review-normal-people-sally-rooney.html,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,10,7,6
52090,1250256925,"HELLO, SUMMER",Conley Hawkins loses her big-city beat and takes over the gossip column of her family’s small-town newspaper.,Mary Kay Andrews,by Mary Kay Andrews,St. Martin's,0,0,https://www.amazon.com/dp/1250256925?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,11,0,1
52091,1250209765,AMERICAN DIRT,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.,Jeanine Cummins,by Jeanine Cummins,Flatiron,0,0,https://www.amazon.com/American-Dirt-Oprahs-Book-Club/dp/1250209765?tag=NYTBSREV-20,https://www.nytimes.com/2020/01/17/books/review-american-dirt-jeanine-cummins.html,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,12,8,16
52092,039959356X,BLUE MOON,Jack Reacher gets caught up in a turf war between Ukrainian and Albanian gangs.,Lee Child,by Lee Child,Delacorte,0,0,https://www.amazon.com/Blue-Moon-Jack-Reacher-Novel/dp/0399593543?tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,13,14,12
52093,1250229847,NETWORK EFFECT,The fifth book in the Murderbot Diaries series.,Martha Wells,by Martha Wells,Tor.com,0,0,https://www.amazon.com/dp/1250229863?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,14,0,1
52094,052542976X,THE BOOK OF LONGINGS,A scholarly young woman named Ana meets an 18-year-old Jesus and becomes caught up in a confluence of dangers.,Sue Monk Kidd,by Sue Monk Kidd,Viking,0,0,https://www.amazon.com/dp/052542976X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Fiction,2020,21,15,9,3
52185,1984801252,UNTAMED,The activist and public speaker describes her journey of listening to her inner voice.,Glennon Doyle,by Glennon Doyle,Dial,0,0,https://www.amazon.com/dp/1984801252?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,1,1,9
52186,1524763136,BECOMING,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",Michelle Obama,by Michelle Obama,Crown,0,0,https://www.amazon.com/Becoming-Michelle-Obama/dp/1524763136?tag=NYTBSREV-20,https://www.nytimes.com/2018/12/06/books/review/michelle-obama-becoming-memoir.html,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,2,6,75
52187,1510752250,PLAGUE OF CORRUPTION,The controversial virologist gives her account of her work over nearly four decades.,Judy Mikovits and Kent Heckenlively,by Judy Mikovits and Kent Heckenlively,Skyhorse,0,0,https://www.amazon.com/dp/1510752242?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,3,0,1
52188,385348711,THE SPLENDID AND THE VILE,An examination of the leadership of the prime minister Winston Churchill.,Erik Larson,by Erik Larson,Crown,0,0,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711?tag=NYTBSREV-20,https://www.nytimes.com/2020/02/25/books/review/the-splendid-and-the-vile-erik-larson.html,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,4,2,11
52189,399590501,EDUCATED,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",Tara Westover,by Tara Westover,Random House,0,0,https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?tag=NYTBSREV-20,https://www.nytimes.com/2018/03/01/books/review/tara-westover-educated.html,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,5,4,116
52190,62862758,THE RURAL DIARIES,"The actress starts a family, transplants to a working farm and revitalizes a candy store in Rhinebeck, N.Y.",Hilarie Burton Morgan,by Hilarie Burton Morgan,HarperOne,0,0,https://www.amazon.com/dp/0062862758?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,6,0,1
52191,1501191918,INCOMPARABLE,The identical twins and WWE Hall of Famers share some of the challenges they faced.,Brie Bella and Nikki Bella,by Brie Bella and Nikki Bella,Gallery,0,0,https://www.amazon.com/dp/1501191918?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,7,0,1
52192,1250317479,THE LINCOLN CONSPIRACY,"How Allan Pinkerton, along with undercover agents, thwarted a lesser-known assassination attempt of Abraham Lincoln in Baltimore in 1861.",Brad Meltzer and Josh Mensch,by Brad Meltzer and Josh Mensch,Flatiron,0,0,https://www.amazon.com/dp/1250317479?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,8,0,1
52193,038554376X,HIDDEN VALLEY ROAD,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia.",Robert Kolker,by Robert Kolker,Doubleday,0,0,https://www.amazon.com/dp/038554376X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,9,3,5
52194,143036491,THE GREAT INFLUENZA,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.,John M Barry,by John M. Barry,Penguin,0,0,http://www.amazon.com/The-Great-Influenza-Deadliest-Pandemic/dp/0143036491?tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,10,5,9
52195,735225311,A WOMAN OF NO IMPORTANCE,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.,Sonia Purnell,by Sonia Purnell,Viking,0,0,https://www.amazon.com/Woman-No-Importance-Untold-American/dp/073522529X?tag=NYTBSREV-20,https://www.nytimes.com/2019/05/24/books/review/sonia-purnell-woman-no-importance-virginia-hall.html,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,11,7,8
52196,316454486,THE HOUSE OF KENNEDY,A look at the achievements of the political family and what has been called “the Kennedy curse.”,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,"Little, Brown",0,0,https://www.amazon.com/dp/0316454486?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,12,8,4
52197,374201234,THE MAMBA MENTALITY,Various skills and techniques used on the court by the late Los Angeles Lakers player.,Kobe Bryant,by Kobe Bryant,"Melcher Media/MCD/Farrar, Straus & Giroux",0,0,https://www.amazon.com/Mamba-Mentality-How-Play/dp/0374201234?tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,13,9,18
52198,143127748,THE BODY KEEPS THE SCORE,"How trauma affects the body and mind, and innovative treatments for recovery.",Bessel van der Kolk,by Bessel van der Kolk,Penguin,0,0,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,14,0,15
52199,1538733307,FORTITUDE,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.,Dan Crenshaw,by Dan Crenshaw,Grand Central,0,0,https://www.amazon.com/dp/1549159240?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Combined Print and E-Book Nonfiction,2020,21,15,15,5
52290,385545932,CAMINO WINDS,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.,John Grisham,by John Grisham,Doubleday,0,0,https://www.amazon.com/dp/0385545932?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,1,1,2
52291,735219095,WHERE THE CRAWDADS SING,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",Delia Owens,by Delia Owens,Putnam,0,0,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,2,3,88
52292,1982137975,IF IT BLEEDS,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”",Stephen King,by Stephen King,Scribner,0,0,https://www.amazon.com/dp/1982137975?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,3,2,3
